"","V1"
"21089",1
"21090",1
"21091",0
"21092",0
"21093",0
"21094",0
"21095",1
"21096",0
"21097",0
"21098",0
"21099",0
"21100",0
"21101",1
"21102",0
"21103",0
"21104",0
"21105",0
"21106",1
"21107",1
"21108",0
"21109",1
"21110",1
"21111",1
"21112",0
"21113",0
"21114",1
"21115",1
"21116",0
"21117",1
"21118",1
"21119",1
"21120",1
"21121",0
"21122",1
"21123",1
"21124",0
"21125",1
"21126",0
"21127",1
"21128",1
"21129",1
"21130",0
"21131",0
"21132",1
"21133",0
"21134",1
"21135",0
"21136",0
"21137",1
"21138",0
"21139",1
"21140",0
"21141",1
"21142",0
"21143",1
"21144",1
"21145",0
"21146",0
"21147",1
"21148",1
"21149",0
"21150",1
"21151",1
"21152",0
"21153",1
"21154",1
"21155",0
"21156",0
"21157",1
"21158",0
"21159",0
"21160",1
"21161",1
"21162",0
"21163",1
"21164",0
"21165",1
"21166",0
"21167",0
"21168",0
"21169",0
"21170",0
"21171",0
"21172",1
"21173",0
"21174",1
"21175",0
"21176",0
"21177",1
"21178",1
"21179",1
"21180",1
"21181",1
"21182",0
"21183",0
"21184",1
"21185",1
"21186",1
"21187",0
"21188",1
"21189",0
"21190",0
"21191",0
"21192",0
"21193",1
"21194",0
"21195",0
"21196",0
"21197",0
"21198",0
"21199",1
"21200",0
"21201",1
"21202",1
"21203",1
"21204",0
"21205",1
"21206",1
"21207",1
"21208",0
"21209",0
"21210",1
"21211",0
"21212",1
"21213",0
"21214",1
"21215",0
"21216",0
"21217",0
"21218",0
"21219",0
"21220",0
"21221",1
"21222",0
"21223",1
"21224",1
"21225",1
"21226",0
"21227",1
"21228",0
"21229",1
"21230",1
"21231",0
"21232",1
"21233",1
"21234",0
"21235",0
"21236",0
"21237",0
"21238",1
"21239",1
"21240",1
"21241",0
"21242",0
"21243",0
"21244",0
"21245",1
"21246",0
"21247",1
"21248",1
"21249",1
"21250",1
"21251",0
"21252",1
"21253",1
"21254",1
"21255",0
"21256",1
"21257",1
"21258",1
"21259",0
"21260",1
"21261",0
"21262",1
"21263",1
"21264",1
"21265",1
"21266",1
"21267",0
"21268",0
"21269",1
"21270",0
"21271",0
"21272",0
"21273",1
"21274",1
"21275",1
"21276",0
"21277",1
"21278",1
"21279",1
"21280",1
"21281",1
"21282",1
"21283",0
"21284",0
"21285",0
"21286",1
"21287",1
"21288",0
"21289",1
"21290",0
"21291",1
"21292",1
"21293",0
"21294",1
"21295",1
"21296",0
"21297",1
"21298",0
"21299",1
"21300",1
"21301",0
"21302",0
"21303",0
"21304",0
"21305",1
"21306",0
"21307",1
"21308",1
"21309",0
"21310",0
"21311",1
"21312",1
"21313",1
"21314",1
"21315",1
"21316",1
"21317",0
"21318",1
"21319",1
"21320",1
"21321",0
"21322",0
"21323",1
"21324",1
"21325",1
"21326",1
"21327",0
"21328",1
"21329",1
"21330",0
"21331",0
"21332",1
"21333",0
"21334",1
"21335",0
"21336",0
"21337",0
"21338",1
"21339",1
"21340",0
"21341",1
"21342",0
"21343",0
"21344",0
"21345",0
"21346",1
"21347",0
"21348",0
"21349",1
"21350",0
"21351",0
"21352",1
"21353",1
"21354",1
"21355",1
"21356",1
"21357",1
"21358",0
"21359",1
"21360",0
"21361",1
"21362",0
"21363",1
"21364",1
"21365",0
"21366",1
"21367",1
"21368",0
"21369",0
"21370",1
"21371",1
"21372",1
"21373",1
"21374",1
"21375",1
"21376",1
"21377",1
"21378",0
"21379",1
"21380",0
"21381",1
"21382",0
"21383",0
"21384",1
"21385",1
"21386",1
"21387",0
"21388",0
"21389",1
"21390",1
"21391",1
"21392",0
"21393",1
"21394",0
"21395",0
"21396",0
"21397",0
"21398",1
"21399",0
"21400",1
"21401",1
"21402",0
"21403",1
"21404",1
"21405",0
"21406",1
"21407",0
"21408",1
"21409",1
"21410",1
"21411",0
"21412",0
"21413",1
"21414",0
"21415",0
"21416",0
"21417",0
"21418",1
"21419",1
"21420",0
"21421",0
"21422",1
"21423",0
"21424",0
"21425",1
"21426",0
"21427",0
"21428",1
"21429",0
"21430",1
"21431",0
"21432",1
"21433",1
"21434",0
"21435",1
"21436",0
"21437",1
"21438",0
"21439",0
"21440",1
"21441",0
"21442",1
"21443",0
"21444",0
"21445",0
"21446",0
"21447",1
"21448",1
"21449",0
"21450",0
"21451",0
"21452",0
"21453",0
"21454",1
"21455",0
"21456",1
"21457",1
"21458",1
"21459",1
"21460",1
"21461",0
"21462",0
"21463",1
"21464",1
"21465",1
"21466",0
"21467",1
"21468",1
"21469",1
"21470",0
"21471",1
"21472",0
"21473",1
"21474",1
"21475",0
"21476",1
"21477",0
"21478",0
"21479",1
"21480",1
"21481",1
"21482",1
"21483",1
"21484",0
"21485",0
"21486",0
"21487",1
"21488",1
"21489",1
"21490",0
"21491",0
"21492",0
"21493",1
"21494",0
"21495",1
"21496",0
"21497",1
"21498",0
"21499",1
"21500",0
"21501",1
"21502",0
"21503",0
"21504",0
"21505",0
"21506",0
"21507",0
"21508",1
"21509",1
"21510",0
"21511",0
"21512",1
"21513",1
"21514",0
"21515",0
"21516",1
"21517",1
"21518",1
"21519",0
"21520",1
"21521",0
"21522",1
"21523",1
"21524",0
"21525",0
"21526",0
"21527",0
"21528",1
"21529",1
"21530",1
"21531",0
"21532",0
"21533",1
"21534",0
"21535",0
"21536",1
"21537",0
"21538",1
"21539",1
"21540",0
"21541",0
"21542",0
"21543",1
"21544",0
"21545",0
"21546",1
"21547",1
"21548",1
"21549",1
"21550",0
"21551",0
"21552",1
"21553",0
"21554",1
"21555",0
"21556",1
"21557",0
"21558",0
"21559",0
"21560",1
"21561",0
"21562",1
"21563",1
"21564",0
"21565",0
"21566",1
"21567",0
"21568",1
"21569",0
"21570",1
"21571",1
"21572",1
"21573",0
"21574",0
"21575",0
"21576",1
"21577",1
"21578",1
"21579",1
"21580",0
"21581",0
"21582",1
"21583",0
"21584",0
"21585",1
"21586",1
"21587",1
"21588",0
"21589",0
"21590",1
"21591",1
"21592",1
"21593",0
"21594",0
"21595",1
"21596",0
"21597",1
"21598",0
"21599",1
"21600",0
"21601",1
"21602",1
"21603",0
"21604",1
"21605",0
"21606",0
"21607",1
"21608",0
"21609",0
"21610",1
"21611",1
"21612",0
"21613",1
"21614",0
"21615",0
"21616",0
"21617",0
"21618",1
"21619",1
"21620",1
"21621",0
"21622",0
"21623",0
"21624",0
"21625",1
"21626",0
"21627",0
"21628",1
"21629",1
"21630",0
"21631",0
"21632",1
"21633",0
"21634",0
"21635",1
"21636",0
"21637",0
"21638",0
"21639",0
"21640",1
"21641",1
"21642",1
"21643",0
"21644",0
"21645",1
"21646",0
"21647",1
"21648",0
"21649",0
"21650",0
"21651",1
"21652",1
"21653",1
"21654",1
"21655",1
"21656",0
"21657",1
"21658",1
"21659",0
"21660",1
"21661",1
"21662",1
"21663",0
"21664",0
"21665",1
"21666",0
"21667",1
"21668",0
"21669",1
"21670",1
"21671",1
"21672",0
"21673",1
"21674",1
"21675",1
"21676",1
"21677",0
"21678",1
"21679",0
"21680",1
"21681",1
"21682",1
"21683",1
"21684",0
"21685",0
"21686",0
"21687",1
"21688",0
"21689",1
"21690",1
"21691",1
"21692",0
"21693",0
"21694",1
"21695",0
"21696",0
"21697",1
"21698",0
"21699",0
"21700",1
"21701",0
"21702",0
"21703",0
"21704",0
"21705",1
"21706",0
"21707",0
"21708",0
"21709",0
"21710",0
"21711",1
"21712",0
"21713",0
"21714",1
"21715",1
"21716",0
"21717",0
"21718",1
"21719",0
"21720",0
"21721",1
"21722",0
"21723",0
"21724",0
"21725",0
"21726",1
"21727",0
"21728",1
"21729",1
"21730",1
"21731",0
"21732",0
"21733",0
"21734",0
"21735",1
"21736",1
"21737",1
"21738",1
"21739",1
"21740",1
"21741",0
"21742",1
"21743",0
"21744",1
"21745",0
"21746",1
"21747",1
"21748",0
"21749",1
"21750",0
"21751",0
"21752",0
"21753",1
"21754",0
"21755",0
"21756",1
"21757",0
"21758",1
"21759",0
"21760",1
"21761",1
"21762",1
"21763",1
"21764",1
"21765",0
"21766",0
"21767",0
"21768",0
"21769",0
"21770",0
"21771",0
"21772",0
"21773",1
"21774",1
"21775",0
"21776",0
"21777",0
"21778",0
"21779",0
"21780",0
"21781",1
"21782",1
"21783",0
"21784",1
"21785",1
"21786",1
"21787",0
"21788",0
"21789",1
"21790",1
"21791",0
"21792",1
"21793",1
"21794",0
"21795",0
"21796",1
"21797",0
"21798",1
"21799",0
"21800",1
"21801",0
"21802",0
"21803",1
"21804",1
"21805",1
"21806",1
"21807",0
"21808",1
"21809",1
"21810",1
"21811",0
"21812",0
"21813",1
"21814",0
"21815",0
"21816",1
"21817",0
"21818",1
"21819",0
"21820",0
"21821",0
"21822",1
"21823",0
"21824",0
"21825",1
"21826",0
"21827",0
"21828",0
"21829",1
"21830",0
"21831",0
"21832",1
"21833",1
"21834",0
"21835",1
"21836",1
"21837",0
"21838",0
"21839",0
"21840",0
"21841",0
"21842",1
"21843",0
"21844",0
"21845",0
"21846",0
"21847",0
"21848",0
"21849",0
"21850",0
"21851",0
"21852",0
"21853",0
"21854",1
"21855",1
"21856",0
"21857",0
"21858",1
"21859",1
"21860",1
"21861",0
"21862",1
"21863",1
"21864",1
"21865",1
"21866",1
"21867",1
"21868",0
"21869",1
"21870",1
"21871",0
"21872",1
"21873",0
"21874",0
"21875",0
"21876",1
"21877",0
"21878",1
"21879",0
"21880",0
"21881",1
"21882",0
"21883",1
"21884",1
"21885",0
"21886",1
"21887",1
"21888",0
"21889",0
"21890",0
"21891",1
"21892",1
"21893",0
"21894",1
"21895",0
"21896",1
"21897",0
"21898",0
"21899",0
"21900",0
"21901",0
"21902",1
"21903",1
"21904",1
"21905",0
"21906",1
"21907",1
"21908",0
"21909",0
"21910",0
"21911",1
"21912",1
"21913",1
"21914",0
"21915",0
"21916",0
"21917",0
"21918",1
"21919",0
"21920",1
"21921",0
"21922",1
"21923",1
"21924",0
"21925",1
"21926",1
"21927",0
"21928",0
"21929",0
"21930",0
"21931",1
"21932",0
"21933",0
"21934",1
"21935",1
"21936",0
"21937",1
"21938",0
"21939",0
"21940",1
"21941",1
"21942",0
"21943",0
"21944",0
"21945",1
"21946",0
"21947",0
"21948",1
"21949",1
"21950",0
"21951",1
"21952",0
"21953",0
"21954",0
"21955",1
"21956",0
"21957",0
"21958",1
"21959",1
"21960",1
"21961",1
"21962",0
"21963",0
"21964",1
"21965",1
"21966",0
"21967",0
"21968",0
"21969",0
"21970",0
"21971",0
"21972",1
"21973",0
"21974",1
"21975",1
"21976",1
"21977",0
"21978",1
"21979",0
"21980",1
"21981",1
"21982",0
"21983",1
"21984",0
"21985",0
"21986",1
"21987",0
"21988",1
"21989",1
"21990",0
"21991",1
"21992",1
"21993",0
"21994",0
"21995",0
"21996",0
"21997",1
"21998",0
"21999",0
"22000",1
"22001",0
"22002",1
"22003",1
"22004",1
"22005",0
"22006",1
"22007",0
"22008",0
"22009",0
"22010",0
"22011",0
"22012",0
"22013",1
"22014",1
"22015",0
"22016",0
"22017",1
"22018",1
"22019",0
"22020",0
"22021",1
"22022",0
"22023",1
"22024",0
"22025",0
"22026",0
"22027",1
"22028",0
"22029",1
"22030",1
"22031",1
"22032",1
"22033",1
"22034",0
"22035",0
"22036",1
"22037",1
"22038",0
"22039",0
"22040",1
"22041",0
"22042",1
"22043",1
"22044",1
"22045",0
"22046",0
"22047",1
"22048",1
"22049",1
"22050",1
"22051",1
"22052",0
"22053",0
"22054",0
"22055",1
"22056",0
"22057",0
"22058",0
"22059",1
"22060",0
"22061",0
"22062",0
"22063",1
"22064",1
"22065",0
"22066",0
"22067",0
"22068",0
"22069",0
"22070",1
"22071",0
"22072",1
"22073",1
"22074",0
"22075",0
"22076",1
"22077",0
"22078",1
"22079",0
"22080",1
"22081",1
"22082",0
"22083",0
"22084",1
"22085",0
"22086",0
"22087",0
"22088",0
"22089",0
"22090",0
"22091",1
"22092",0
"22093",0
"22094",1
"22095",1
"22096",1
"22097",1
"22098",0
"22099",1
"22100",0
"22101",1
"22102",0
"22103",0
"22104",0
"22105",0
"22106",1
"22107",1
"22108",1
"22109",0
"22110",0
"22111",0
"22112",0
"22113",0
"22114",0
"22115",0
"22116",1
"22117",1
"22118",0
"22119",0
"22120",1
"22121",0
"22122",0
"22123",1
"22124",1
"22125",1
"22126",1
"22127",1
"22128",1
"22129",1
"22130",1
"22131",0
"22132",0
"22133",0
"22134",0
"22135",1
"22136",0
"22137",1
"22138",0
"22139",1
"22140",0
"22141",0
"22142",1
"22143",0
"22144",0
"22145",0
"22146",0
"22147",1
"22148",0
"22149",0
"22150",0
"22151",0
"22152",1
"22153",0
"22154",1
"22155",1
"22156",0
"22157",0
"22158",0
"22159",0
"22160",1
"22161",1
"22162",1
"22163",0
"22164",0
"22165",1
"22166",1
"22167",1
"22168",0
"22169",1
"22170",0
"22171",1
"22172",0
"22173",0
"22174",1
"22175",0
"22176",1
"22177",0
"22178",0
"22179",1
"22180",0
"22181",1
"22182",0
"22183",1
"22184",0
"22185",0
"22186",1
"22187",1
"22188",1
"22189",0
"22190",1
"22191",1
"22192",1
"22193",1
"22194",1
"22195",0
"22196",0
"22197",1
"22198",1
"22199",0
"22200",0
"22201",1
"22202",0
"22203",1
"22204",0
"22205",0
"22206",1
"22207",1
"22208",0
"22209",0
"22210",1
"22211",1
"22212",0
"22213",1
"22214",1
"22215",1
"22216",1
"22217",0
"22218",0
"22219",1
"22220",1
"22221",1
"22222",1
"22223",1
"22224",1
"22225",0
"22226",0
"22227",0
"22228",1
"22229",0
"22230",1
"22231",0
"22232",1
"22233",0
"22234",1
"22235",0
"22236",0
"22237",1
"22238",1
"22239",0
"22240",0
"22241",0
"22242",0
"22243",1
"22244",0
"22245",0
"22246",0
"22247",0
"22248",1
"22249",0
"22250",0
"22251",1
"22252",0
"22253",1
"22254",1
"22255",0
"22256",0
"22257",0
"22258",0
"22259",1
"22260",0
"22261",0
"22262",1
"22263",0
"22264",1
"22265",1
"22266",0
"22267",0
"22268",1
"22269",0
"22270",0
"22271",0
"22272",1
"22273",0
"22274",1
"22275",0
"22276",1
"22277",0
"22278",0
"22279",1
"22280",0
"22281",0
"22282",1
"22283",1
"22284",1
"22285",1
"22286",0
"22287",1
"22288",1
"22289",1
"22290",1
"22291",0
"22292",1
"22293",1
"22294",0
"22295",0
"22296",0
"22297",0
"22298",0
"22299",1
"22300",1
"22301",0
"22302",0
"22303",1
"22304",0
"22305",1
"22306",1
"22307",0
"22308",1
"22309",1
"22310",1
"22311",1
"22312",0
"22313",0
"22314",0
"22315",1
"22316",0
"22317",1
"22318",0
"22319",1
"22320",0
"22321",1
"22322",1
"22323",1
"22324",0
"22325",1
"22326",0
"22327",0
"22328",0
"22329",0
"22330",0
"22331",1
"22332",1
"22333",0
"22334",1
"22335",0
"22336",1
"22337",0
"22338",0
"22339",0
"22340",0
"22341",1
"22342",0
"22343",0
"22344",1
"22345",1
"22346",0
"22347",0
"22348",0
"22349",0
"22350",0
"22351",1
"22352",1
"22353",0
"22354",0
"22355",0
"22356",0
"22357",1
"22358",1
"22359",1
"22360",0
"22361",1
"22362",0
"22363",1
"22364",1
"22365",1
"22366",1
"22367",1
"22368",0
"22369",0
"22370",1
"22371",0
"22372",1
"22373",1
"22374",1
"22375",0
"22376",1
"22377",0
"22378",0
"22379",0
"22380",1
"22381",1
"22382",0
"22383",0
"22384",0
"22385",1
"22386",1
"22387",1
"22388",1
"22389",1
"22390",1
"22391",1
"22392",0
"22393",1
"22394",0
"22395",0
"22396",0
"22397",1
"22398",0
"22399",1
"22400",0
"22401",1
"22402",1
"22403",1
"22404",0
"22405",0
"22406",1
"22407",1
"22408",1
"22409",1
"22410",1
"22411",0
"22412",1
"22413",0
"22414",1
"22415",0
"22416",0
"22417",0
"22418",1
"22419",1
"22420",1
"22421",1
"22422",0
"22423",0
"22424",0
"22425",0
"22426",1
"22427",0
"22428",0
"22429",0
"22430",0
"22431",0
"22432",0
"22433",1
"22434",1
"22435",1
"22436",1
"22437",1
"22438",0
"22439",1
"22440",1
"22441",1
"22442",0
"22443",1
"22444",1
"22445",1
"22446",0
"22447",1
"22448",0
"22449",1
"22450",0
"22451",1
"22452",1
"22453",1
"22454",1
"22455",1
"22456",0
"22457",1
"22458",0
"22459",1
"22460",1
"22461",0
"22462",0
"22463",0
"22464",1
"22465",0
"22466",0
"22467",1
"22468",0
"22469",1
"22470",1
"22471",0
"22472",0
"22473",0
"22474",0
"22475",0
"22476",1
"22477",0
"22478",0
"22479",1
"22480",0
"22481",1
"22482",0
"22483",0
"22484",1
"22485",1
"22486",0
"22487",1
"22488",1
"22489",0
"22490",0
"22491",0
"22492",0
"22493",1
"22494",0
"22495",0
"22496",1
"22497",0
"22498",0
"22499",1
"22500",0
"22501",0
"22502",1
"22503",1
"22504",1
"22505",0
"22506",1
"22507",1
"22508",1
"22509",1
"22510",1
"22511",1
"22512",0
"22513",0
"22514",1
"22515",0
"22516",0
"22517",0
"22518",1
"22519",1
"22520",0
"22521",0
"22522",1
"22523",1
"22524",1
"22525",0
"22526",0
"22527",0
"22528",0
"22529",1
"22530",1
"22531",0
"22532",0
"22533",0
"22534",1
"22535",0
"22536",0
"22537",0
"22538",1
"22539",0
"22540",1
"22541",0
"22542",0
"22543",1
"22544",0
"22545",0
"22546",0
"22547",1
"22548",0
"22549",0
"22550",0
"22551",0
"22552",1
"22553",1
"22554",0
"22555",1
"22556",1
"22557",0
"22558",1
"22559",0
"22560",1
"22561",0
"22562",1
"22563",0
"22564",1
"22565",0
"22566",1
"22567",1
"22568",1
"22569",1
"22570",1
"22571",1
"22572",1
"22573",0
"22574",1
"22575",0
"22576",0
"22577",1
"22578",0
"22579",0
"22580",1
"22581",1
"22582",0
"22583",0
"22584",0
"22585",1
"22586",0
"22587",0
"22588",1
"22589",0
"22590",0
"22591",1
"22592",1
"22593",1
"22594",1
"22595",1
"22596",0
"22597",0
"22598",0
"22599",0
"22600",1
"22601",0
"22602",1
"22603",0
"22604",0
"22605",1
"22606",1
"22607",0
"22608",1
"22609",0
"22610",1
"22611",0
"22612",0
"22613",0
"22614",0
"22615",0
"22616",0
"22617",1
"22618",1
"22619",0
"22620",0
"22621",0
"22622",1
"22623",0
"22624",0
"22625",0
"22626",0
"22627",1
"22628",1
"22629",1
"22630",1
"22631",0
"22632",0
"22633",1
"22634",1
"22635",1
"22636",1
"22637",1
"22638",1
"22639",1
"22640",0
"22641",1
"22642",1
"22643",0
"22644",0
"22645",1
"22646",0
"22647",1
"22648",0
"22649",0
"22650",0
"22651",0
"22652",0
"22653",1
"22654",0
"22655",1
"22656",0
"22657",1
"22658",1
"22659",0
"22660",1
"22661",1
"22662",0
"22663",1
"22664",1
"22665",1
"22666",1
"22667",0
"22668",1
"22669",0
"22670",0
"22671",0
"22672",1
"22673",1
"22674",1
"22675",0
"22676",0
"22677",0
"22678",0
"22679",1
"22680",1
"22681",1
"22682",0
"22683",0
"22684",0
"22685",1
"22686",1
"22687",1
"22688",0
"22689",1
"22690",1
"22691",1
"22692",0
"22693",0
"22694",1
"22695",1
"22696",1
"22697",0
"22698",1
"22699",0
"22700",0
"22701",1
"22702",1
"22703",1
"22704",1
"22705",1
"22706",1
"22707",1
"22708",1
"22709",1
"22710",0
"22711",1
"22712",1
"22713",0
"22714",1
"22715",1
"22716",1
"22717",0
"22718",0
"22719",0
"22720",1
"22721",0
"22722",0
"22723",1
"22724",1
"22725",1
"22726",1
"22727",0
"22728",0
"22729",0
"22730",1
"22731",0
"22732",0
"22733",0
"22734",1
"22735",0
"22736",1
"22737",1
"22738",0
"22739",1
"22740",1
"22741",1
"22742",0
"22743",1
"22744",0
"22745",0
"22746",0
"22747",0
"22748",0
"22749",1
"22750",1
"22751",1
"22752",0
"22753",1
"22754",1
"22755",0
"22756",1
"22757",1
"22758",0
"22759",1
"22760",1
"22761",0
"22762",1
"22763",0
"22764",0
"22765",0
"22766",0
"22767",0
"22768",1
"22769",0
"22770",1
"22771",0
"22772",0
"22773",1
"22774",1
"22775",1
"22776",0
"22777",1
"22778",0
"22779",0
"22780",0
"22781",1
"22782",1
"22783",1
"22784",0
"22785",0
"22786",1
"22787",1
"22788",1
"22789",0
"22790",0
"22791",1
"22792",0
"22793",0
"22794",0
"22795",1
"22796",0
"22797",1
"22798",0
"22799",1
"22800",1
"22801",0
"22802",0
"22803",0
"22804",0
"22805",1
"22806",1
"22807",0
"22808",1
"22809",0
"22810",1
"22811",0
"22812",1
"22813",1
"22814",0
"22815",1
"22816",0
"22817",0
"22818",0
"22819",0
"22820",1
"22821",1
"22822",0
"22823",0
"22824",0
"22825",1
"22826",1
"22827",0
"22828",1
"22829",1
"22830",0
"22831",1
"22832",1
"22833",0
"22834",0
"22835",0
"22836",1
"22837",0
"22838",1
"22839",1
"22840",0
"22841",1
"22842",0
"22843",0
"22844",1
"22845",0
"22846",1
"22847",1
"22848",0
"22849",0
"22850",0
"22851",0
"22852",0
"22853",1
"22854",1
"22855",1
"22856",0
"22857",0
"22858",1
"22859",0
"22860",0
"22861",0
"22862",1
"22863",1
"22864",1
"22865",0
"22866",0
"22867",1
"22868",0
"22869",1
"22870",0
"22871",1
"22872",1
"22873",0
"22874",1
"22875",1
"22876",0
"22877",1
"22878",1
"22879",1
"22880",1
"22881",0
"22882",1
"22883",1
"22884",1
"22885",0
"22886",0
"22887",0
"22888",1
"22889",1
"22890",0
"22891",0
"22892",0
"22893",1
"22894",1
"22895",1
"22896",0
"22897",1
"22898",0
"22899",1
"22900",0
"22901",0
"22902",0
"22903",1
"22904",0
"22905",1
"22906",0
"22907",0
"22908",1
"22909",0
"22910",0
"22911",0
"22912",0
"22913",1
"22914",1
"22915",0
"22916",0
"22917",1
"22918",1
"22919",0
"22920",0
"22921",1
"22922",1
"22923",1
"22924",0
"22925",1
"22926",0
"22927",1
"22928",0
"22929",0
"22930",1
"22931",0
"22932",0
"22933",1
"22934",1
"22935",1
"22936",1
"22937",1
"22938",1
"22939",0
"22940",1
"22941",1
"22942",1
"22943",1
"22944",1
"22945",1
"22946",0
"22947",0
"22948",1
"22949",0
"22950",1
"22951",0
"22952",0
"22953",0
"22954",0
"22955",0
"22956",1
"22957",1
"22958",0
"22959",1
"22960",0
"22961",1
"22962",0
"22963",1
"22964",0
"22965",1
"22966",0
"22967",1
"22968",0
"22969",1
"22970",1
"22971",0
"22972",0
"22973",1
"22974",1
"22975",0
"22976",0
"22977",0
"22978",0
"22979",1
"22980",0
"22981",1
"22982",0
"22983",1
"22984",0
"22985",1
"22986",1
"22987",1
"22988",1
"22989",0
"22990",0
"22991",0
"22992",1
"22993",0
"22994",0
"22995",1
"22996",1
"22997",0
"22998",1
"22999",0
"23000",0
"23001",0
"23002",0
"23003",0
"23004",0
"23005",1
"23006",1
"23007",1
"23008",0
"23009",0
"23010",0
"23011",0
"23012",0
"23013",1
"23014",1
"23015",0
"23016",1
"23017",1
"23018",0
"23019",1
"23020",0
"23021",1
"23022",1
"23023",0
"23024",0
"23025",0
"23026",0
"23027",1
"23028",0
"23029",0
"23030",1
"23031",0
"23032",0
"23033",1
"23034",1
"23035",1
"23036",0
"23037",0
"23038",0
"23039",1
"23040",0
"23041",0
"23042",0
"23043",1
"23044",1
"23045",1
"23046",1
"23047",0
"23048",0
"23049",1
"23050",0
"23051",1
"23052",0
"23053",0
"23054",0
"23055",1
"23056",0
"23057",0
"23058",1
"23059",0
"23060",0
"23061",0
"23062",0
"23063",0
"23064",1
"23065",1
"23066",0
"23067",0
"23068",0
"23069",1
"23070",0
"23071",0
"23072",0
"23073",1
"23074",1
"23075",0
"23076",0
"23077",1
"23078",0
"23079",0
"23080",0
"23081",0
"23082",1
"23083",0
"23084",1
"23085",0
"23086",1
"23087",1
"23088",0
"23089",0
"23090",0
"23091",0
"23092",1
"23093",1
"23094",0
"23095",0
"23096",0
"23097",0
"23098",1
"23099",1
"23100",0
"23101",1
"23102",0
"23103",0
"23104",0
"23105",0
"23106",1
"23107",0
"23108",0
"23109",0
"23110",0
"23111",1
"23112",1
"23113",0
"23114",1
"23115",1
"23116",0
"23117",0
"23118",0
"23119",1
"23120",0
"23121",1
"23122",0
"23123",0
"23124",1
"23125",0
"23126",0
"23127",1
"23128",0
"23129",0
"23130",1
"23131",0
"23132",0
"23133",0
"23134",1
"23135",0
"23136",0
"23137",1
"23138",0
"23139",1
"23140",1
"23141",0
"23142",0
"23143",1
"23144",0
"23145",0
"23146",0
"23147",1
"23148",1
"23149",1
"23150",1
"23151",0
"23152",1
"23153",0
"23154",1
"23155",0
"23156",0
"23157",0
"23158",0
"23159",1
"23160",1
"23161",0
"23162",0
"23163",0
"23164",0
"23165",0
"23166",1
"23167",1
"23168",0
"23169",0
"23170",0
"23171",1
"23172",0
"23173",1
"23174",0
"23175",1
"23176",0
"23177",1
"23178",0
"23179",1
"23180",0
"23181",0
"23182",0
"23183",0
"23184",0
"23185",1
"23186",0
"23187",0
"23188",0
"23189",0
"23190",1
"23191",1
"23192",0
"23193",0
"23194",1
"23195",0
"23196",1
"23197",0
"23198",1
"23199",1
"23200",0
"23201",0
"23202",0
"23203",0
"23204",1
"23205",0
"23206",1
"23207",1
"23208",0
"23209",1
"23210",0
"23211",1
"23212",1
"23213",1
"23214",0
"23215",0
"23216",0
"23217",1
"23218",1
"23219",1
"23220",1
"23221",1
"23222",0
"23223",1
"23224",0
"23225",0
"23226",0
"23227",1
"23228",1
"23229",0
"23230",0
"23231",1
"23232",0
"23233",1
"23234",0
"23235",0
"23236",1
"23237",1
"23238",0
"23239",1
"23240",0
"23241",1
"23242",1
"23243",0
"23244",0
"23245",0
"23246",1
"23247",0
"23248",0
"23249",1
"23250",0
"23251",1
"23252",1
"23253",0
"23254",1
"23255",0
"23256",1
"23257",1
"23258",1
"23259",0
"23260",1
"23261",0
"23262",0
"23263",0
"23264",0
"23265",0
"23266",0
"23267",1
"23268",0
"23269",1
"23270",0
"23271",1
"23272",0
"23273",1
"23274",0
"23275",1
"23276",1
"23277",1
"23278",1
"23279",1
"23280",0
"23281",1
"23282",0
"23283",1
"23284",0
"23285",0
"23286",1
"23287",1
"23288",0
"23289",1
"23290",0
"23291",1
"23292",0
"23293",1
"23294",0
"23295",0
"23296",0
"23297",0
"23298",0
"23299",1
"23300",1
"23301",0
"23302",1
"23303",1
"23304",0
"23305",0
"23306",1
"23307",1
"23308",0
"23309",1
"23310",0
"23311",0
"23312",1
"23313",0
"23314",0
"23315",1
"23316",1
"23317",1
"23318",0
"23319",1
"23320",0
"23321",0
"23322",0
"23323",1
"23324",0
"23325",1
"23326",1
"23327",1
"23328",0
"23329",0
"23330",1
"23331",0
"23332",0
"23333",1
"23334",0
"23335",1
"23336",1
"23337",1
"23338",0
"23339",1
"23340",0
"23341",0
"23342",1
"23343",0
"23344",1
"23345",0
"23346",0
"23347",0
"23348",0
"23349",0
"23350",0
"23351",1
"23352",0
"23353",1
"23354",0
"23355",0
"23356",0
"23357",1
"23358",1
"23359",0
"23360",1
"23361",0
"23362",0
"23363",0
"23364",0
"23365",1
"23366",0
"23367",1
"23368",0
"23369",0
"23370",0
"23371",1
"23372",0
"23373",0
"23374",1
"23375",0
"23376",0
"23377",1
"23378",1
"23379",0
"23380",0
"23381",0
"23382",0
"23383",0
"23384",1
"23385",0
"23386",0
"23387",0
"23388",0
"23389",0
"23390",0
"23391",0
"23392",0
"23393",0
"23394",0
"23395",0
"23396",0
"23397",0
"23398",0
"23399",0
"23400",0
"23401",1
"23402",0
"23403",0
"23404",0
"23405",0
"23406",1
"23407",0
"23408",1
"23409",1
"23410",1
"23411",0
"23412",0
"23413",1
"23414",0
"23415",0
"23416",1
"23417",0
"23418",0
"23419",1
"23420",1
